title,genres,weightedAverage
To Kill a Mockingbird,Drama,4.21
Argo,Drama|Thriller,4.21
Manhattan,Comedy|Drama|Romance,4.21
Cinema Paradiso,Drama,4.21
Malcolm X,Drama,4.2
Rebel Without a Cause,Drama,4.2
Watership Down,Adventure|Animation|Children|Drama|Fantasy,4.2
About Time,Drama|Fantasy|Romance,4.2
Sophie's Choice,Drama,4.2
Drugstore Cowboy,Crime|Drama,4.2
Rope,Crime|Drama|Thriller,4.2
"Assassination of Jesse James by the Coward Robert Ford, The",Crime|Drama|Western,4.2
Lost in Translation,Comedy|Drama|Romance,4.2
"Secret Life of Walter Mitty, The",Adventure|Comedy|Drama,4.2
Secretary,Comedy|Drama|Romance,4.2
"Graduate, The",Comedy|Drama|Romance,4.19
Do the Right Thing,Drama,4.19
Doctor Zhivago,Drama|Romance|War,4.19
Watchmen,Action|Drama|Mystery|Sci-Fi|Thriller|IMAX,4.19
Citizen Kane,Drama|Mystery,4.19
Captain Phillips,Adventure|Drama|Thriller|IMAX,4.19
Roman Holiday,Comedy|Drama|Romance,4.19
All the President's Men,Drama|Thriller,4.19
Scarface,Action|Crime|Drama,4.19
The Martian,Adventure|Drama|Sci-Fi,4.19
Ex Machina,Drama|Sci-Fi|Thriller,4.18
"City of Lost Children, The",Adventure|Drama|Fantasy|Mystery|Sci-Fi,4.18
Up,Adventure|Animation|Children|Drama,4.18
Dallas Buyers Club,Drama,4.18
Jean de Florette,Drama|Mystery,4.18
Breaking Away,Comedy|Drama,4.18
"39 Steps, The",Drama|Mystery|Thriller,4.18
The Machinist,Drama|Mystery|Thriller,4.18
"Iron Giant, The",Adventure|Animation|Children|Drama|Sci-Fi,4.18
Far from Heaven,Drama|Romance,4.18
American Beauty,Drama|Romance,4.18
"Town, The",Crime|Drama|Thriller,4.18
Donnie Darko,Drama|Mystery|Sci-Fi|Thriller,4.18
"Man Who Would Be King, The",Adventure|Drama,4.18
Cyrano de Bergerac,Comedy|Drama|Romance,4.17
Brick,Crime|Drama|Film-Noir|Mystery,4.17
Bonnie and Clyde,Crime|Drama,4.17
Thank You for Smoking,Comedy|Drama,4.17
Rashomon,Crime|Drama|Mystery,4.17
Battle Royale,Action|Drama|Horror|Thriller,4.17
Capote,Crime|Drama,4.17
"Beautiful Mind, A",Drama|Romance,4.17
Hero,Action|Adventure|Drama,4.16
It's a Wonderful Life,Children|Drama|Fantasy|Romance,4.16
Blood Simple,Crime|Drama|Film-Noir,4.16
Ghost Dog: The Way of the Samurai,Crime|Drama,4.16
Kids,Drama,4.15
"Last King of Scotland, The",Drama|Thriller,4.15
Gran Torino,Crime|Drama,4.15
Adaptation,Comedy|Drama|Romance,4.15
Three Colors: White,Comedy|Drama,4.15
"Big Short, The",Drama,4.15
Vertigo,Drama|Mystery|Romance|Thriller,4.15
Django Unchained,Action|Drama|Western,4.14
My Fair Lady,Comedy|Drama|Musical|Romance,4.14
Léon: The Professional,Action|Crime|Drama|Thriller,4.14
Braveheart,Action|Drama|War,4.14
Network,Comedy|Drama,4.14
Children of Men,Action|Adventure|Drama|Sci-Fi|Thriller,4.14
"Last Samurai, The",Action|Adventure|Drama|War,4.13
Before Sunrise,Drama|Romance,4.12
Catch Me If You Can,Crime|Drama,4.12
Three Colors: Blue,Drama,4.12
"Clockwork Orange, A",Crime|Drama|Sci-Fi|Thriller,4.12
Michael Clayton,Drama|Thriller,4.12
Once Upon a Time in America,Crime|Drama,4.12
Moon,Drama|Mystery|Sci-Fi|Thriller,4.12
"Elephant Man, The",Drama,4.12
Boyhood,Drama,4.12
Let the Right One In,Drama|Fantasy|Horror|Romance,4.12
Harry Potter and the Deathly Hallows: Part 2,Action|Adventure|Drama|Fantasy|Mystery|IMAX,4.12
Dead Poets Society,Drama,4.12
Dr. Horrible's Sing-Along Blog,Comedy|Drama|Musical|Sci-Fi,4.12
My Neighbor Totoro,Animation|Children|Drama|Fantasy,4.11
Stand by Me,Adventure|Drama,4.11
"Killing Fields, The",Drama|War,4.11
Fear and Loathing in Las Vegas,Adventure|Comedy|Drama,4.11
Dawn of the Dead,Action|Drama|Horror,4.11
"Red Violin, The",Drama|Mystery,4.11
Henry V,Action|Drama|Romance|War,4.11
Hate,Crime|Drama,4.1
Dancer in the Dark,Drama|Musical,4.1
"Crazy, Stupid, Love.",Comedy|Drama|Romance,4.1
Ip Man,Action|Drama|War,4.1
Downfall,Drama|War,4.1
Empire of the Sun,Action|Adventure|Drama|War,4.1
Platoon,Drama|War,4.1
And Your Mother Too,Drama|Romance,4.1
Casino,Crime|Drama,4.1
"Longest Day, The",Action|Drama|War,4.09
"Fall, The",Adventure|Drama|Fantasy,4.09
Gladiator,Action|Adventure|Drama,4.09
Ben-Hur,Action|Adventure|Drama,4.09
"Killer, The",Action|Crime|Drama|Thriller,4.09
Across the Universe,Drama|Fantasy|Musical|Romance,4.09
Little Miss Sunshine,Adventure|Comedy|Drama,4.09
"Spanish Prisoner, The",Crime|Drama|Mystery|Thriller,4.09
Frankenstein,Drama|Horror|Sci-Fi,4.09
Traffic,Crime|Drama|Thriller,4.09
Das Experiment,Drama|Thriller,4.09
"River Runs Through It, A",Drama,4.09
Down by Law,Comedy|Drama|Film-Noir,4.09
Hannah and Her Sisters,Comedy|Drama|Romance,4.08
Ordinary People,Drama,4.08
Shine,Drama|Romance,4.08
Moneyball,Drama,4.08
"Blind Swordsman: Zatoichi, The",Action|Comedy|Crime|Drama,4.08
Dog Day Afternoon,Crime|Drama,4.08
Gattaca,Drama|Sci-Fi|Thriller,4.08
Requiem for a Dream,Drama,4.08
"400 Blows, The",Crime|Drama,4.08
American Gangster,Crime|Drama|Thriller,4.08
No Country for Old Men,Crime|Drama,4.08
Love Actually,Comedy|Drama|Romance,4.08
Murder in the First,Drama|Thriller,4.08
Lucky Number Slevin,Crime|Drama|Mystery,4.08
Princess Mononoke,Action|Adventure|Animation|Drama|Fantasy,4.08
Being John Malkovich,Comedy|Drama|Fantasy,4.08
Chariots of Fire,Drama,4.08
Howards End,Drama,4.08
"Limey, The",Crime|Drama|Thriller,4.07
"Social Network, The",Drama,4.07
Papillon,Crime|Drama,4.07
"Straight Story, The",Adventure|Drama,4.07
Kramer vs. Kramer,Drama,4.07
Blue Velvet,Drama|Mystery|Thriller,4.07
Once Were Warriors,Crime|Drama,4.07
Harry Potter and the Order of the Phoenix,Adventure|Drama|Fantasy|IMAX,4.07
Almost Famous,Drama,4.07
"Untouchables, The",Action|Crime|Drama,4.06
Crimes and Misdemeanors,Comedy|Crime|Drama,4.06
"Wolf of Wall Street, The",Comedy|Crime|Drama,4.06
"Imaginarium of Doctor Parnassus, The",Drama|Fantasy,4.06
Rounders,Drama,4.06
American Splendor,Comedy|Drama,4.06
The Revenant,Adventure|Drama,4.06
Hamlet,Crime|Drama|Romance,4.06
Metropolis,Drama|Sci-Fi,4.06
"Help, The",Drama,4.05
Say Anything...,Comedy|Drama|Romance,4.05
Munich,Action|Crime|Drama|Thriller,4.05
Kill Bill: Vol. 2,Action|Drama|Thriller,4.05
"Professional, The",Action|Drama|Thriller,4.05
"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,4.05
"Good Night, and Good Luck.",Crime|Drama,4.05
Layer Cake,Crime|Drama|Thriller,4.05
Being There,Comedy|Drama,4.05
Big Fish,Drama|Fantasy|Romance,4.04
"Crouching Tiger, Hidden Dragon",Action|Drama|Romance,4.04
"Motorcycle Diaries, The",Adventure|Drama,4.04
Ratatouille,Animation|Children|Drama,4.04
"Apartment, The",Comedy|Drama|Romance,4.04
Dangerous Liaisons,Drama|Romance,4.04
"Sixth Sense, The",Drama|Horror|Mystery,4.04
Pi,Drama|Sci-Fi|Thriller,4.04
Bound,Crime|Drama|Romance|Thriller,4.04
Million Dollar Baby,Drama,4.04
Strangers on a Train,Crime|Drama|Film-Noir|Thriller,4.04
Shooter,Action|Drama|Thriller,4.04
Her,Drama|Romance|Sci-Fi,4.04
Juno,Comedy|Drama|Romance,4.03
Billy Elliot,Drama,4.03
"Dirty Dozen, The",Action|Drama|War,4.03
"Truman Show, The",Comedy|Drama|Sci-Fi,4.03
Slumdog Millionaire,Crime|Drama|Romance,4.03
The Count of Monte Cristo,Action|Adventure|Drama|Thriller,4.03
American Graffiti,Comedy|Drama,4.02
Misery,Drama|Horror|Thriller,4.02
Eat Drink Man Woman,Comedy|Drama|Romance,4.0
Fracture,Crime|Drama|Mystery|Thriller,4.0
Saved!,Comedy|Drama,4.0
25th Hour,Crime|Drama,4.0
I Am Sam,Drama,4.0
Rush,Action|Drama,4.0
Searching for Bobby Fischer,Drama,4.0
State and Main,Comedy|Drama,4.0
Thirteen Days,Drama|Thriller|War,4.0
127 Hours,Adventure|Drama|Thriller,4.0
"Good bye, Lenin!",Comedy|Drama,4.0
Sherlock: The Abominable Bride,Action|Crime|Drama|Mystery|Thriller,4.0
My Left Foot,Drama,4.0
Frailty,Crime|Drama|Thriller,4.0
Croupier,Crime|Drama,4.0
From Here to Eternity,Drama|Romance|War,4.0
White Squall,Action|Adventure|Drama,4.0
Inside Out,Adventure|Animation|Children|Comedy|Drama|Fantasy,4.0
Beautiful Girls,Comedy|Drama|Romance,4.0
"Little Princess, A",Children|Drama,4.0
Fahrenheit 451,Drama|Sci-Fi,4.0
City Lights,Comedy|Drama|Romance,4.0
Pan's Labyrinth,Drama|Fantasy|Thriller,4.0
Rosencrantz and Guildenstern Are Dead,Comedy|Drama,4.0
"Importance of Being Earnest, The",Comedy|Drama|Romance,4.0
Heavenly Creatures,Crime|Drama,4.0
Moonrise Kingdom,Comedy|Drama|Romance,4.0
Hugo,Children|Drama|Mystery,4.0
Body of Lies,Action|Drama|Thriller,4.0
Amores Perros,Drama|Thriller,4.0
Hotel Rwanda,Drama|War,4.0
"Animatrix, The",Action|Animation|Drama|Sci-Fi,4.0
"Messenger: The Story of Joan of Arc, The",Drama|War,4.0
"Color Purple, The",Drama,4.0
Midnight Cowboy,Drama,4.0
Inside Man,Crime|Drama|Thriller,4.0
2001: A Space Odyssey,Adventure|Drama|Sci-Fi,3.98
M*A*S*H,Comedy|Drama|War,3.98
Rocky,Drama,3.98
Mulholland Drive,Crime|Drama|Film-Noir|Mystery|Thriller,3.98
"Illusionist, The",Drama|Fantasy|Mystery|Romance,3.98
Deliverance,Adventure|Drama|Thriller,3.97
Like Water for Chocolate,Drama|Fantasy|Romance,3.97
October Sky,Drama,3.97
"Player, The",Comedy|Crime|Drama,3.97
Silver Linings Playbook,Comedy|Drama,3.97
Emma,Comedy|Drama|Romance,3.97
Out of Sight,Comedy|Crime|Drama|Romance|Thriller,3.97
Walk the Line,Drama|Musical|Romance,3.97
Blow,Crime|Drama,3.96
Garden State,Comedy|Drama|Romance,3.96
Gandhi,Drama,3.96
Black Hawk Down,Action|Drama|War,3.96
"Pursuit of Happyness, The",Drama,3.96
Blood Diamond,Action|Adventure|Crime|Drama|Thriller|War,3.96
Training Day,Crime|Drama|Thriller,3.96
"Deer Hunter, The",Drama|War,3.95
"Perks of Being a Wallflower, The",Drama|Romance,3.95
Battlestar Galactica,Drama|Sci-Fi|War,3.95
Delicatessen,Comedy|Drama|Romance,3.95
Rain Man,Drama,3.95
Collateral,Action|Crime|Drama|Thriller,3.95
Little Women,Drama,3.95
Matchstick Men,Comedy|Crime|Drama,3.94
Chicago,Comedy|Crime|Drama|Musical,3.94
"Name of the Rose, The",Crime|Drama|Mystery|Thriller,3.94
Breakfast at Tiffany's,Drama|Romance,3.94
Letters from Iwo Jima,Drama|War,3.94
Primer,Drama|Sci-Fi,3.94
21,Crime|Drama|Romance|Thriller,3.94
Frida,Drama|Romance,3.94
Boyz N the Hood,Crime|Drama,3.94
Up in the Air,Drama|Romance,3.94
The Theory of Everything,Drama|Romance,3.94
Seabiscuit,Drama,3.94
"Grand Budapest Hotel, The",Comedy|Drama,3.94
Drive,Crime|Drama|Film-Noir|Thriller,3.94
"Ice Storm, The",Drama,3.94
"Wrestler, The",Drama,3.94
"Good Morning, Vietnam",Comedy|Drama|War,3.93
Cast Away,Drama,3.93
"Hours, The",Drama|Romance,3.93
Remember the Titans,Drama,3.93
"Commitments, The",Comedy|Drama|Musical,3.93
About a Boy,Comedy|Drama|Romance,3.93
Stranger than Fiction,Comedy|Drama|Fantasy|Romance,3.93
Crash,Crime|Drama,3.93
Sicko,Documentary|Drama,3.93
Gosford Park,Comedy|Drama|Mystery,3.93
Children of a Lesser God,Drama,3.92
Memoirs of a Geisha,Drama|Romance,3.92
Mystic River,Crime|Drama|Mystery,3.92
Dirty Pretty Things,Crime|Drama|Thriller,3.92
Wings of Desire,Drama|Fantasy|Romance,3.92
Cookie's Fortune,Comedy|Drama,3.92
"Day the Earth Stood Still, The",Drama|Sci-Fi|Thriller,3.92
SLC Punk!,Comedy|Drama,3.92
Fury,Action|Drama|War,3.92
Forbidden Planet,Drama|Sci-Fi,3.92
Apollo 13,Adventure|Drama|IMAX,3.92
"Dreamers, The",Drama,3.92
"Fisher King, The",Comedy|Drama|Fantasy|Romance,3.92
Shall We Dance?,Comedy|Drama|Romance,3.92
Beauty of the Day,Drama,3.92
Tombstone,Action|Drama|Western,3.91
"Royal Tenenbaums, The",Comedy|Drama,3.91
Sling Blade,Drama,3.91
Source Code,Action|Drama|Mystery|Sci-Fi|Thriller,3.91
When a Man Loves a Woman,Drama|Romance,3.91
"Right Stuff, The",Drama,3.91
Lord of War,Action|Crime|Drama|Thriller|War,3.91
Dances with Wolves,Adventure|Drama|Western,3.91
Warrior,Drama,3.91
Dead Man Walking,Crime|Drama,3.91
Knocked Up,Comedy|Drama|Romance,3.9
Hidden Figures,Drama,3.9
Open Your Eyes,Drama|Romance|Sci-Fi|Thriller,3.9
Wall Street,Drama,3.9
17 Again,Comedy|Drama,3.9
Sweeney Todd: The Demon Barber of Fleet Street,Drama|Horror|Musical|Thriller,3.9
Eraserhead,Drama|Horror,3.9
What's Eating Gilbert Grape,Drama,3.9
"Breakfast Club, The",Comedy|Drama,3.9
Defending Your Life,Comedy|Drama|Fantasy|Romance,3.9
Sideways,Comedy|Drama|Romance,3.9
"Game, The",Drama|Mystery|Thriller,3.9
Master and Commander: The Far Side of the World,Adventure|Drama|War,3.89
"Curious Case of Benjamin Button, The",Drama|Fantasy|Mystery|Romance,3.89
Cloud Atlas,Drama|Sci-Fi|IMAX,3.89
E.T. the Extra-Terrestrial,Children|Drama|Sci-Fi,3.89
"Others, The",Drama|Horror|Mystery|Thriller,3.89
,Comedy|Drama|Romance,3.88
Closer,Drama|Romance,3.88
"Big Chill, The",Comedy|Drama,3.88
"Cider House Rules, The",Drama,3.88
"Man Who Wasn't There, The",Crime|Drama,3.88
"Virgin Suicides, The",Drama|Romance,3.88
Serpico,Crime|Drama,3.88
Modern Times,Comedy|Drama|Romance,3.88
"Room with a View, A",Drama|Romance,3.88
"Outsiders, The",Drama,3.88
"Few Good Men, A",Crime|Drama|Thriller,3.88
Driving Miss Daisy,Drama,3.87
Romeo and Juliet,Drama|Romance,3.87
Zodiac,Crime|Drama|Thriller,3.87
Confessions of a Dangerous Mind,Comedy|Crime|Drama|Thriller,3.87
"Fighter, The",Drama,3.87
Shakespeare in Love,Comedy|Drama|Romance,3.87
Sense and Sensibility,Drama|Romance,3.87
The Butterfly Effect,Drama|Sci-Fi|Thriller,3.87
Close Encounters of the Third Kind,Adventure|Drama|Sci-Fi,3.87
Donnie Brasco,Crime|Drama,3.87
Black Swan,Drama|Thriller,3.86
William Shakespeare's Romeo + Juliet,Drama|Romance,3.86
"Simple Plan, A",Crime|Drama|Thriller,3.86
Hoosiers,Drama|Romance,3.86
Diner,Comedy|Drama,3.86
Carlito's Way,Crime|Drama,3.86
"Full Monty, The",Comedy|Drama,3.86
Taken,Action|Crime|Drama|Thriller,3.86
Whale Rider,Drama,3.86
Ever After: A Cinderella Story,Comedy|Drama|Romance,3.86
Gone Girl,Drama|Thriller,3.86
Sexy Beast,Crime|Drama,3.86
"Devil Wears Prada, The",Comedy|Drama,3.85
Atonement,Drama|Romance|War,3.85
Jackie Brown,Crime|Drama|Thriller,3.85
Punch-Drunk Love,Comedy|Drama|Romance,3.85
"Purple Rose of Cairo, The",Comedy|Drama|Fantasy|Romance,3.85
50/50,Comedy|Drama,3.84
As Good as It Gets,Comedy|Drama|Romance,3.84
Waking Life,Animation|Drama|Fantasy,3.84
Ray,Drama,3.84
Three Kings,Action|Adventure|Comedy|Drama|War,3.84
"Blind Side, The ",Drama,3.84
"Madness of King George, The",Comedy|Drama,3.84
"Insider, The",Drama|Thriller,3.84
Pink Floyd: The Wall,Drama|Musical,3.83
"Bronx Tale, A",Drama,3.83
Man on Fire,Action|Crime|Drama|Mystery|Thriller,3.83
"Ugly Truth, The",Comedy|Drama|Romance,3.83
Nixon,Drama,3.83
Hard Candy,Drama|Thriller,3.83
Igby Goes Down,Comedy|Drama,3.83
Bridget Jones's Diary,Comedy|Drama|Romance,3.83
Of Mice and Men,Drama,3.82
Contact,Drama|Sci-Fi,3.82
Mister Roberts,Comedy|Drama|War,3.82
Finding Forrester,Drama,3.82
Mississippi Burning,Crime|Drama|Thriller,3.82
Edward Scissorhands,Drama|Fantasy|Romance,3.82
"Scanner Darkly, A",Animation|Drama|Mystery|Sci-Fi|Thriller,3.82
Wonder Boys,Comedy|Drama,3.82
Sicario,Crime|Drama|Mystery,3.82
Brokeback Mountain,Drama|Romance,3.82
Something's Gotta Give,Comedy|Drama|Romance,3.82
The Jungle Book,Adventure|Drama|Fantasy,3.82
Terms of Endearment,Comedy|Drama,3.82
Big,Comedy|Drama|Fantasy|Romance,3.82
Jarhead,Action|Drama|War,3.82
My Dog Skip,Children|Drama,3.82
High Fidelity,Comedy|Drama|Romance,3.81
Magnolia,Drama,3.81
Three Days of the Condor,Drama|Mystery|Romance|Thriller,3.81
Life of Pi,Adventure|Drama|IMAX,3.81
Lethal Weapon,Action|Comedy|Crime|Drama,3.81
"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery,3.81
Zack and Miri Make a Porno,Comedy|Drama|Romance,3.81
"Postman, The",Comedy|Drama|Romance,3.8
"Cooler, The",Comedy|Drama|Romance,3.8
House of Flying Daggers,Action|Drama|Romance,3.8
Before Sunset,Drama|Romance,3.8
Battleship Potemkin,Drama|War,3.8
Eight Men Out,Drama,3.8
Richard III,Drama|War,3.8
"Lincoln Lawyer, The",Crime|Drama|Thriller,3.8
Sliding Doors,Drama|Romance,3.8
Out of Africa,Drama|Romance,3.8
What Dreams May Come,Adventure|Drama|Fantasy|Romance,3.79
1984,Drama|Sci-Fi,3.79
Nobody's Fool,Comedy|Drama|Romance,3.79
"Officer and a Gentleman, An",Drama|Romance,3.79
Sunshine,Adventure|Drama|Sci-Fi|Thriller,3.79
Apocalypto,Adventure|Drama|Thriller,3.79
"Girl with the Dragon Tattoo, The",Drama|Thriller,3.79
Scent of a Woman,Drama,3.78
Mr. Holland's Opus,Drama,3.78
Pride & Prejudice,Drama|Romance,3.78
Swingers,Comedy|Drama,3.78
Elizabeth,Drama,3.78
"English Patient, The",Drama|Romance|War,3.78
Finding Neverland,Drama,3.78
Awakenings,Drama|Mystery,3.77
On Golden Pond,Drama,3.77
Spartacus,Action|Drama|Romance|War,3.77
"Last Emperor, The",Drama,3.77
"Guns of Navarone, The",Action|Adventure|Drama|War,3.77
Ed Wood,Comedy|Drama,3.77
The Queen,Drama,3.77
"Notebook, The",Drama|Romance,3.76
Mulan,Adventure|Animation|Children|Comedy|Drama|Musical|Romance,3.76
Easy Rider,Adventure|Drama,3.76
Boiler Room,Crime|Drama|Thriller,3.76
Moulin Rouge,Drama|Musical|Romance,3.76
Syriana,Drama|Thriller,3.75
Menace II Society,Action|Crime|Drama,3.75
Jerry Maguire,Drama|Romance,3.75
Chasing Amy,Comedy|Drama|Romance,3.75
"Station Agent, The",Comedy|Drama,3.75
Circle of Friends,Drama|Romance,3.75
Secondhand Lions,Children|Comedy|Drama,3.75
12 Years a Slave,Drama,3.75
"Treasure of the Sierra Madre, The",Action|Adventure|Drama|Western,3.75
"Natural, The",Drama,3.75
"Fox and the Hound, The",Animation|Children|Drama,3.75
Philadelphia,Drama,3.74
Primal Fear,Crime|Drama|Mystery|Thriller,3.74
Babel,Drama|Thriller,3.74
"Sex, Lies, and Videotape",Drama,3.74
"American President, The",Comedy|Drama|Romance,3.74
"Time to Kill, A",Drama|Thriller,3.74
48 Hrs.,Action|Comedy|Crime|Drama,3.73
Gone with the Wind,Drama|Romance|War,3.73
"Descent, The",Adventure|Drama|Horror|Thriller,3.73
Babe,Children|Drama,3.73
Flags of Our Fathers,Drama|War,3.73
Milk,Drama,3.73
Parenthood,Comedy|Drama,3.73
Immortal Beloved,Drama|Romance,3.72
Smoke,Comedy|Drama,3.72
"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,3.72
Snow White and the Seven Dwarfs,Animation|Children|Drama|Fantasy|Musical,3.71
Monster,Crime|Drama,3.71
Thor,Action|Adventure|Drama|Fantasy|IMAX,3.71
Erin Brockovich,Drama,3.71
"Fountain, The",Drama|Fantasy|Romance,3.71
Kingdom of Heaven,Action|Drama|Romance|War,3.71
Gangs of New York,Crime|Drama,3.71
Bull Durham,Comedy|Drama|Romance,3.71
Broken Flowers,Comedy|Drama,3.71
"Definitely, Maybe",Comedy|Drama|Romance,3.71
"Karate Kid, The",Drama,3.71
"Walk to Remember, A",Drama|Romance,3.71
"Majestic, The",Comedy|Drama|Romance,3.7
"Joy Luck Club, The",Drama|Romance,3.7
"Misérables, Les",Crime|Drama|Romance|War,3.7
"People vs. Larry Flynt, The",Comedy|Drama,3.7
First Blood,Action|Adventure|Drama|Thriller,3.7
Enemy at the Gates,Drama|War,3.7
Chocolat,Drama|Romance,3.7
Super Size Me,Comedy|Documentary|Drama,3.7
Women on the Verge of a Nervous Breakdown,Comedy|Drama,3.7
Shallow Grave,Comedy|Drama|Thriller,3.7
Crimson Tide,Drama|Thriller|War,3.7
Rushmore,Comedy|Drama,3.7
Witness,Drama|Romance|Thriller,3.7
"Grifters, The",Crime|Drama|Film-Noir,3.7
