title,genres,weightedAverage
Sleepy Hollow,Fantasy|Horror|Mystery|Romance,3.61
Vanilla Sky,Mystery|Romance|Sci-Fi|Thriller,3.59
"Prophecy, The",Fantasy|Horror|Mystery,3.58
Eyes Wide Shut,Drama|Mystery|Thriller,3.57
Gone Baby Gone,Crime|Drama|Mystery,3.55
Now You See Me,Crime|Mystery|Thriller,3.55
The Devil's Advocate,Drama|Mystery|Thriller,3.55
Twin Peaks: Fire Walk with Me,Crime|Drama|Mystery|Thriller,3.55
"X-Files: Fight the Future, The",Action|Crime|Mystery|Sci-Fi|Thriller,3.55
"Negotiator, The",Action|Crime|Drama|Mystery|Thriller,3.53
Soylent Green,Drama|Mystery|Sci-Fi|Thriller,3.53
Cube,Horror|Mystery|Sci-Fi|Thriller,3.52
Just Cause,Mystery|Thriller,3.5
Cloverfield,Action|Mystery|Sci-Fi|Thriller,3.48
21 Grams,Crime|Drama|Mystery|Romance|Thriller,3.48
Lost Highway,Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,3.47
"Godfather: Part III, The",Crime|Drama|Mystery|Thriller,3.47
"Talented Mr. Ripley, The",Drama|Mystery|Thriller,3.47
Angels & Demons,Crime|Drama|Mystery|Thriller,3.47
Secret Window,Mystery|Thriller,3.47
"Client, The",Drama|Mystery|Thriller,3.46
National Treasure,Action|Adventure|Drama|Mystery|Thriller,3.45
Clue,Comedy|Crime|Mystery|Thriller,3.44
Star Trek VI: The Undiscovered Country,Action|Mystery|Sci-Fi,3.43
Insomnia,Action|Crime|Drama|Mystery|Thriller,3.42
"Ring, The",Horror|Mystery|Thriller,3.4
Saw,Horror|Mystery|Thriller,3.39
"Village, The",Drama|Mystery|Thriller,3.38
Basic Instinct,Crime|Mystery|Thriller,3.36
Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,3.36
Scream,Comedy|Horror|Mystery|Thriller,3.36
Young Sherlock Holmes,Action|Adventure|Children|Fantasy|Mystery|Thriller,3.36
"Da Vinci Code, The",Drama|Mystery|Thriller,3.35
"Ninth Gate, The",Fantasy|Horror|Mystery|Thriller,3.33
What Lies Beneath,Drama|Horror|Mystery,3.32
Copycat,Crime|Drama|Horror|Mystery|Thriller,3.31
Along Came a Spider,Action|Crime|Mystery|Thriller,3.29
Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.25
Pacific Heights,Mystery|Thriller,3.23
"Mothman Prophecies, The",Drama|Fantasy|Horror|Mystery|Thriller,3.23
Fletch,Comedy|Crime|Mystery,3.21
"Maze Runner, The",Action|Mystery|Sci-Fi,3.19
Kiss the Girls,Crime|Drama|Mystery|Thriller,3.15
"Number 23, The",Drama|Mystery|Thriller,3.14
Midnight in the Garden of Good and Evil,Crime|Drama|Mystery,3.12
8MM,Drama|Mystery|Thriller,3.11
Wild Things,Crime|Drama|Mystery|Thriller,3.1
"General's Daughter, The",Crime|Drama|Mystery|Thriller,3.07
Clockers,Crime|Drama|Mystery,3.07
Conspiracy Theory,Drama|Mystery|Romance|Thriller,3.07
Scream 2,Comedy|Horror|Mystery|Thriller,3.06
Scooby-Doo,Adventure|Children|Comedy|Fantasy|Mystery,3.06
Something Wicked This Way Comes,Children|Drama|Fantasy|Mystery|Thriller,3.0
"Pelican Brief, The",Crime|Drama|Mystery|Romance|Thriller,3.0
Wes Craven's New Nightmare,Drama|Horror|Mystery|Thriller,3.0
Sommersby,Drama|Mystery|Romance,3.0
Congo,Action|Adventure|Mystery|Sci-Fi,2.98
"Shadow, The",Action|Adventure|Fantasy|Mystery,2.94
Friday the 13th,Horror|Mystery|Thriller,2.94
"Golden Child, The",Action|Adventure|Comedy|Fantasy|Mystery,2.81
Snake Eyes,Action|Crime|Mystery|Thriller,2.8
End of Days,Action|Fantasy|Horror|Mystery|Thriller,2.8
Scream 3,Comedy|Horror|Mystery|Thriller,2.79
Absolute Power,Mystery|Thriller,2.75
"Amityville Horror, The",Drama|Horror|Mystery|Thriller,2.73
Boxing Helena,Drama|Mystery|Romance|Thriller,2.58
Joe Dirt,Adventure|Comedy|Mystery|Romance,2.52
"Grudge, The",Horror|Mystery|Thriller,2.5
I Know What You Did Last Summer,Horror|Mystery|Thriller,2.34
I Still Know What You Did Last Summer,Horror|Mystery|Thriller,2.11
Batman: Mask of the Phantasm,Animation|Children,4.31
Fantastic Mr. Fox,Adventure|Animation|Children|Comedy|Crime,4.28
WALL·E,Adventure|Animation|Children|Romance|Sci-Fi,4.26
Laputa: Castle in the Sky,Action|Adventure|Animation|Children|Fantasy|Sci-Fi,4.25
"Grand Day Out with Wallace and Gromit, A",Adventure|Animation|Children|Comedy|Sci-Fi,4.25
Kiki's Delivery Service,Adventure|Animation|Children|Drama|Fantasy,4.24
Toy Story 3,Adventure|Animation|Children|Comedy|Fantasy|IMAX,4.24
Watership Down,Adventure|Animation|Children|Drama|Fantasy,4.2
Up,Adventure|Animation|Children|Drama,4.18
"Iron Giant, The",Adventure|Animation|Children|Drama|Sci-Fi,4.18
It's a Wonderful Life,Children|Drama|Fantasy|Romance,4.16
Wallace & Gromit: The Wrong Trousers,Animation|Children|Comedy|Crime,4.16
Finding Nemo,Adventure|Animation|Children|Comedy,4.16
How to Train Your Dragon,Adventure|Animation|Children|Fantasy|IMAX,4.15
My Neighbor Totoro,Animation|Children|Drama|Fantasy,4.11
Ponyo,Adventure|Animation|Children|Fantasy,4.09
"Princess and the Frog, The",Animation|Children|Fantasy|Musical|Romance,4.08
Tangled,Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,4.08
"Christmas Story, A",Children|Comedy,4.07
Zootopia,Action|Adventure|Animation|Children|Comedy,4.06
The Lego Movie,Action|Adventure|Animation|Children|Comedy|Fantasy,4.06
"Monsters, Inc.",Adventure|Animation|Children|Comedy|Fantasy,4.05
"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,4.05
"Incredibles, The",Action|Adventure|Animation|Children|Comedy,4.04
Ratatouille,Animation|Children|Drama,4.04
Shrek,Adventure|Animation|Children|Comedy|Fantasy|Romance,4.03
Toy Story,Adventure|Animation|Children|Comedy|Fantasy,4.03
Mary Poppins,Children|Comedy|Fantasy|Musical,4.01
Toy Story 2,Adventure|Animation|Children|Comedy|Fantasy,4.01
"Little Princess, A",Children|Drama,4.0
Rise of the Guardians,Children|Drama|Mystery,4.0
Inside Out,Adventure|Animation|Children|Fantasy|IMAX,4.0
Lilo & Stitch,Adventure|Animation|Children|Comedy|Drama|Fantasy,4.0
Wallace & Gromit: A Close Shave,Adventure|Animation|Children|Sci-Fi,4.0
"Wizard of Oz, The",Animation|Children|Comedy,4.0
Willy Wonka & the Chocolate Factory,Adventure|Children|Fantasy|Musical,3.99
Harry Potter and the Sorcerer's Stone,Children|Comedy|Fantasy|Musical,3.97
Enchanted,Adventure|Children|Fantasy,3.95
Fantasia 2000,Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance,3.94
Ice Age,Animation|Children|Musical|IMAX,3.93
Despicable Me,Adventure|Animation|Children|Comedy,3.92
"Emperor's New Groove, The",Animation|Children|Comedy|Crime,3.92
Fantasia,Adventure|Animation|Children|Comedy|Fantasy,3.92
Madagascar: Escape 2 Africa,Animation|Children|Fantasy|Musical,3.92
"Muppet Christmas Carol, The",Action|Adventure|Animation|Children|Comedy|IMAX,3.92
E.T. the Extra-Terrestrial,Children|Comedy|Musical,3.89
Rango,Children|Drama|Sci-Fi,3.89
Aladdin,Action|Adventure|Animation|Children|Comedy|Western,3.88
Megamind,Adventure|Animation|Children|Comedy|Musical,3.87
Elf,Action|Animation|Children|Comedy|Sci-Fi|IMAX,3.85
Beauty and the Beast,Children|Comedy|Fantasy,3.85
Wallace & Gromit in The Curse of the Were-Rabbit,Animation|Children|Fantasy|Musical|Romance|IMAX,3.85
My Dog Skip,Adventure|Animation|Children|Comedy,3.83
"Jungle Book, The",Children|Drama,3.82
Doctor Dolittle,Adventure|Children|Romance,3.82
Despicable Me 2,Adventure|Children|Musical,3.82
Winnie the Pooh and the Blustery Day,Children|Drama|Fantasy|Mystery,3.81
Mulan,Animation|Children|Comedy|IMAX,3.79
Shrek 2,Animation|Children|Musical,3.77
"Fox and the Hound, The",Adventure|Animation|Children|Comedy|Drama|Musical|Romance,3.76
Secondhand Lions,Adventure|Animation|Children|Comedy|Musical|Romance,3.76
"Goonies, The",Animation|Children|Drama,3.75
Meet the Robinsons,Adventure|Children|Comedy|Mystery,3.75
Babe,Children|Comedy|Drama,3.75
Hotel Transylvania,Action|Adventure|Children|Comedy|Fantasy,3.74
"Sword in the Stone, The",Action|Adventure|Animation|Children|Comedy|Sci-Fi,3.73
"NeverEnding Story, The",Children|Drama,3.73
Snow White and the Seven Dwarfs,Animation|Children|Comedy,3.73
Over the Hedge,Animation|Children|Fantasy|Musical,3.72
Cloudy with a Chance of Meatballs,Adventure|Children|Fantasy,3.72
Peter Pan,Animation|Children|Drama|Fantasy|Musical,3.71
"Sorcerer's Apprentice, The",Adventure|Animation|Children|Comedy,3.71
"Muppet Movie, The",Animation|Children|Fantasy|IMAX,3.71
Coco,Animation|Children|Fantasy|Musical,3.71
Chicken Run,Action|Adventure|Children|Comedy|Fantasy,3.7
Kung Fu Panda,Adventure|Children|Comedy|Musical,3.7
"Nightmare Before Christmas, The",Adventure|Animation|Children,3.69
"Chronicles of Narnia: Prince Caspian, The",Animation|Children|Comedy,3.69
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",Action|Animation|Children|Comedy|IMAX,3.69
"Bug's Life, A",Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,3.68
Chitty Chitty Bang Bang,Animation|Children|Fantasy|Musical,3.67
Brave,Adventure|Children|Fantasy,3.67
Field of Dreams,Adventure|Children|Fantasy,3.66
Fly Away Home,Adventure|Animation|Children|Comedy,3.65
"Secret of NIMH, The",Adventure|Children|Comedy|Fantasy|Musical,3.64
Cinderella,Action|Adventure|Animation|Children,3.63
Pinocchio,Children|Drama|Fantasy,3.62
Charlotte's Web,Adventure|Children,3.62
Hercules,Adventure|Animation|Children|Drama,3.62
Bolt,Animation|Children|Fantasy|Musical|Romance,3.62
Cars,Animation|Children|Fantasy|Musical,3.62
Robin Hood,Animation|Children,3.62
Swiss Family Robinson,Adventure|Animation|Children|Comedy|Musical,3.61
Moana,Action|Adventure|Animation|Children|Comedy,3.61
"Rescuers Down Under, The",Animation|Children|Comedy,3.61
Madagascar,Adventure|Animation|Children|Comedy|Musical,3.61
Bedknobs and Broomsticks,Adventure|Children,3.6
"Sandlot, The",Adventure|Animation|Children|Comedy|Fantasy,3.6
Tarzan,Adventure|Animation|Children,3.6
Jumanji,Adventure|Animation|Children|Comedy,3.58
Homeward Bound II: Lost in San Francisco,Adventure|Children|Musical,3.58
"Little Mermaid, The",Children|Comedy|Drama,3.58
Bambi,Adventure|Animation|Children|Drama,3.58
Bedtime Stories,Adventure|Children|Fantasy,3.58
Titan A.E.,Adventure|Children,3.57
Lady and the Tramp,Animation|Children|Comedy|Musical|Romance,3.55
Atlantis: The Lost Empire,Animation|Children|Drama,3.55
"Aristocats, The",Adventure|Children|Comedy,3.55
Dumbo,Action|Adventure|Animation|Children|Sci-Fi,3.55
Anastasia,Animation|Children|Comedy|Romance,3.53
James and the Giant Peach,Adventure|Animation|Children|Fantasy,3.53
Ice Age 2: The Meltdown,Animation|Children,3.51
Minions,Animation|Children|Drama|Musical,3.51
Kung Fu Panda 2,Adventure|Animation|Children|Drama|Musical,3.5
"Hunchback of Notre Dame, The",Adventure|Animation|Children|Fantasy|Musical,3.49
Sleeping Beauty,Adventure|Animation|Children|Comedy,3.48
"Great Muppet Caper, The",Adventure|Animation|Children|Comedy,3.47
Muppet Treasure Island,Action|Adventure|Animation|Children|Comedy|IMAX,3.47
"Muppets Take Manhattan, The",Animation|Children|Drama|Musical|Romance,3.45
Lemony Snicket's A Series of Unfortunate Events,Animation|Children|Musical,3.45
Antz,Children|Comedy,3.45
"Addams Family, The",Adventure|Children|Comedy|Musical,3.42
Matilda,Children|Comedy|Musical,3.4
Freaky Friday,Adventure|Children|Comedy|Fantasy,3.4
"Secret Garden, The",Adventure|Animation|Children|Comedy|Fantasy,3.4
Annie,Children|Comedy|Fantasy,3.39
101 Dalmatians,Children|Comedy|Fantasy,3.39
"American Tail, An",Children|Comedy|Fantasy,3.38
"Golden Compass, The",Children|Drama,3.38
Robots,Children|Musical,3.38
"Road to El Dorado, The",Action|Adventure|Children|Fantasy|Mystery|Thriller,3.36
Alice in Wonderland,Adventure|Animation|Children,3.35
Flight of the Navigator,Adventure|Animation|Children|Comedy,3.33
"Polar Express, The",Adventure|Children|Fantasy,3.33
Harriet the Spy,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX,3.32
"Lord of the Rings, The",Animation|Children,3.31
All Dogs Go to Heaven 2,Adventure|Animation|Children|Fantasy|Musical,3.31
"Princess Diaries, The",Adventure|Children|Sci-Fi,3.29
"Parent Trap, The",Adventure|Animation|Children|Fantasy|IMAX,3.27
Pocahontas,Children|Comedy,3.27
"Indian in the Cupboard, The",Adventure|Animation|Children|Fantasy,3.27
Charlie and the Chocolate Factory,Adventure|Animation|Children|Fantasy|Musical|Romance,3.27
Black Beauty,Children|Comedy|Romance,3.26
How the Grinch Stole Christmas,Children|Comedy|Romance,3.26
Aladdin and the King of Thieves,Animation|Children|Drama|Musical|Romance,3.26
"Rescuers, The",Adventure|Children|Fantasy,3.26
Dinosaur,Adventure|Children|Comedy|Fantasy|IMAX,3.26
Spy Kids,Adventure|Children|Drama,3.25
George of the Jungle,Children|Comedy|Fantasy,3.24
Shrek the Third,Animation|Children|Comedy|Fantasy|Musical|Romance,3.23
Flubber,Adventure|Animation|Children|Crime|Drama,3.23
Addams Family Values,Adventure|Animation|Children,3.21
Oliver & Company,Action|Adventure|Children|Comedy,3.21
Teenage Mutant Ninja Turtles,Children|Comedy,3.2
"Goofy Movie, A",Adventure|Animation|Children|Comedy|Fantasy,3.19
Homeward Bound: The Incredible Journey,Children|Comedy|Fantasy,3.19
Flipper,Children|Comedy|Fantasy,3.19
Home Alone,Adventure|Animation|Children|Comedy|Musical,3.18
"Borrowers, The",Action|Children|Comedy|Fantasy|Sci-Fi,3.12
Maleficent,Animation|Children|Comedy|Romance,3.12
Happy Feet,Adventure|Children|Drama,3.1
Jingle All the Way,Adventure|Children,3.1
Babe: Pig in the City,Children|Comedy,3.09
Small Soldiers,Adventure|Children|Comedy|Fantasy,3.08
Where the Wild Things Are,Adventure|Children|Comedy|Fantasy|Mystery,3.06
"Honey, I Shrunk the Kids",Action|Adventure|Children|IMAX,3.0
Cats & Dogs,Adventure|Animation|Children|Comedy|IMAX,3.0
Casper,Children|Comedy,3.0
Stuart Little,Children|Drama|Fantasy|Mystery|Thriller,3.0
All Dogs Go to Heaven,Adventure|Children|Drama,2.97
Space Jam,Animation|Children|Fantasy|War,2.94
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Adventure|Children|Drama|Fantasy|IMAX,2.92
Hocus Pocus,Adventure|Children|Comedy|Fantasy|Sci-Fi,2.91
"American Tail: Fievel Goes West, An",Children|Comedy,2.91
"Haunted Mansion, The",Adventure|Children,2.9
"Muppets, The",Children|Comedy|Fantasy,2.89
Pete's Dragon,Animation|Children|Comedy|Drama|Fantasy,2.87
Ice Age: Dawn of the Dinosaurs,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,2.85
"Little Rascals, The",Action|Children|Fantasy,2.85
"Mighty Ducks, The",Children|Comedy|Fantasy|Horror,2.83
"Apple Dumpling Gang, The",Adventure|Animation|Children|Musical|Western,2.8
Home Alone 2: Lost in New York,Children|Comedy|Fantasy|Horror,2.8
Harry and the Hendersons,Children|Comedy|Musical,2.8
Shark Tale,Adventure|Animation|Children|Musical,2.8
"Kid in King Arthur's Court, A",Action|Adventure|Animation|Children|Comedy|Romance,2.79
Free Willy,Children|Comedy,2.75
Free Willy 2: The Adventure Home,Children|Comedy,2.73
Angels in the Outfield,Children|Comedy|Western,2.7
"Flintstones, The",Children|Comedy,2.65
Richie Rich,Children|Comedy,2.64
"Next Karate Kid, The",Animation|Children|Comedy,2.62
Mighty Morphin Power Rangers: The Movie,Adventure|Children|Comedy|Fantasy|Romance,2.6
Kazaam,Adventure|Children|Drama,2.51
Teenage Mutant Ninja Turtles III,Adventure|Children|Drama,2.5
Jungle2Jungle,Children|Comedy,2.44
Inspector Gadget,Children|Comedy|Fantasy,2.4
"Honey, I Blew Up the Kid",Children|Comedy,2.4
Super Mario Bros.,Action|Children|Romance,2.4
Beethoven,Action|Children,2.35
"Karate Kid, Part III, The",Children|Comedy|Fantasy,2.33
Problem Child,Action|Adventure|Children|Comedy|Fantasy,2.29
"Flintstones in Viva Rock Vegas, The",Children|Comedy,2.27
Logan,Action|Adventure|Children|Comedy,2.24
Eternal Sunshine of the Spotless Mind,Children|Comedy|Sci-Fi,2.15
Star Wars: Episode IV - A New Hope,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,2.1
Ghost in the Shell,Children|Comedy|Drama,1.91
Star Wars: Episode V - The Empire Strikes Back,Action|Adventure|Children|Drama,1.86
"Matrix, The",Children|Comedy,1.75
Brazil,Children|Comedy,1.67
"Girl Who Leapt Through Time, The",Action|Sci-Fi,4.44
Nausicaä of the Valley of the Wind,Drama|Romance|Sci-Fi,4.35
Thor: Ragnarok,Action|Adventure|Sci-Fi,4.33
Guardians of the Galaxy,Animation|Sci-Fi,4.33
Star Wars: Episode VI - Return of the Jedi,Action|Adventure|Sci-Fi,4.33
Cowboy Bebop: The Movie,Action|Sci-Fi|Thriller,4.32
Blade Runner,Fantasy|Sci-Fi,4.31
28 Days Later,Animation|Comedy|Drama|Romance|Sci-Fi,4.3
Edge of Tomorrow,Drama|Mystery|Sci-Fi|Thriller,4.27
The Martian,Adventure|Animation|Drama|Fantasy|Sci-Fi,4.26
Ex Machina,Adventure|Animation|Children|Romance|Sci-Fi,4.26
"Cabin in the Woods, The",Adventure|Animation|Children|Comedy|Sci-Fi,4.25
Back to the Future,Action|Adventure|Sci-Fi,4.25
Limitless,Action|Adventure|Sci-Fi,4.25
Serenity,Action|Adventure|Animation|Children|Fantasy|Sci-Fi,4.25
Interstellar,Action|Adventure|Sci-Fi,4.25
Star Wars: Episode VII - The Force Awakens,Action|Animation|Sci-Fi|Thriller,4.25
Avengers: Infinity War - Part I,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,4.24
Children of Men,Action|Sci-Fi|Thriller,4.23
Dr. Horrible's Sing-Along Blog,Action|Horror|Sci-Fi,4.21
Arrival,Action|Sci-Fi|IMAX,4.2
"Road Warrior, The",Action|Drama|Mystery|Sci-Fi|Thriller|IMAX,4.19
"Clockwork Orange, A",Adventure|Drama|Sci-Fi,4.19
Aliens,Adventure|Animation|Children|Drama|Sci-Fi,4.18
V for Vendetta,Drama|Mystery|Sci-Fi|Thriller,4.18
The Hunger Games: Mockingjay - Part 1,Drama|Sci-Fi|Thriller,4.18
Frankenstein,Comedy|Horror|Sci-Fi|Thriller,4.18
Equilibrium,Adventure|Drama|Fantasy|Mystery|Sci-Fi,4.18
Terminator 2: Judgment Day,Adventure|Comedy|Sci-Fi,4.17
Gattaca,Sci-Fi|Thriller,4.17
Alien,Action|Adventure|Sci-Fi,4.16
Guardians of the Galaxy 2,Sci-Fi|IMAX,4.16
X-Men: Days of Future Past,Action|Adventure|Fantasy|Sci-Fi|IMAX,4.15
Rogue One: A Star Wars Story,Action|Adventure|Sci-Fi,4.15
Blade Runner 2049,Action|Adventure|Drama|Sci-Fi|Thriller,4.14
Metropolis,Comedy|Drama|Musical|Sci-Fi,4.12
Hellboy II: The Golden Army,Sci-Fi,4.12
X-Men: First Class,Action|Adventure|Sci-Fi|Thriller,4.12
eXistenZ,Crime|Drama|Sci-Fi|Thriller,4.12
Iron Man,Drama|Mystery|Sci-Fi|Thriller,4.12
Her,Action|Adventure|Horror|Sci-Fi,4.1
Pi,Action|Mystery|Sci-Fi|Thriller,4.1
Star Trek,Action|Sci-Fi|Thriller|IMAX,4.1
Spider-Man 2,Adventure|Sci-Fi|Thriller,4.09
"Truman Show, The",Drama|Horror|Sci-Fi,4.09
Deadpool,Action|Sci-Fi|Thriller,4.09
"Terminator, The",Action|Sci-Fi,4.08
Dark City,Drama|Sci-Fi|Thriller,4.08
Futurama: Bender's Big Score,Mystery|Sci-Fi|Thriller,4.08
Deadpool 2,Horror|Sci-Fi,4.08
Planet Terror,Action|Adventure|Sci-Fi,4.07
You Only Live Twice,Action|Adventure|Sci-Fi,4.07
"Thing, The",Action|Adventure|Fantasy|Sci-Fi,4.07
Fahrenheit 451,Sci-Fi,4.06
"Animatrix, The",Drama|Sci-Fi,4.06
Star Trek: First Contact,Action|Adventure|Fantasy|Sci-Fi,4.06
2001: A Space Odyssey,Action|Adventure|Sci-Fi|Thriller|War,4.05
Captain America: The Winter Soldier,Action|Sci-Fi|Thriller,4.05
Ant-Man,Action|Adventure|Sci-Fi,4.04
Mad Max: Fury Road,Drama|Romance|Sci-Fi,4.04
Battlestar Galactica,Drama|Sci-Fi|Thriller,4.04
Primer,Action|Adventure|Sci-Fi|IMAX,4.03
Idiocracy,Action|Adventure|Sci-Fi|IMAX,4.03
Forbidden Planet,Comedy|Drama|Sci-Fi,4.03
Contagion,Action|Adventure|Comedy|Sci-Fi,4.02
"Day the Earth Stood Still, The",Action|Sci-Fi|Thriller,4.02
Black Panther,Adventure|Film-Noir|Sci-Fi|Thriller,4.02
"Fifth Element, The",Animation|Comedy|Sci-Fi,4.0
Doctor Strange,Action|Comedy|Sci-Fi,4.0
X2: X-Men United,Action|Horror|Sci-Fi,4.0
Ghostbusters,Action|Adventure|Sci-Fi|Thriller,4.0
Open Your Eyes,Action|Horror|Sci-Fi|Thriller,4.0
The Hunger Games: Mockingjay - Part 2,Adventure|Animation|Children|Sci-Fi,4.0
Star Trek Into Darkness,Drama|Sci-Fi,4.0
