title,genres,weightedAverage
Sleepy Hollow,Fantasy|Horror|Mystery|Romance,3.61
Vanilla Sky,Mystery|Romance|Sci-Fi|Thriller,3.59
"Prophecy, The",Fantasy|Horror|Mystery,3.58
Eyes Wide Shut,Drama|Mystery|Thriller,3.57
Gone Baby Gone,Crime|Drama|Mystery,3.55
Now You See Me,Crime|Mystery|Thriller,3.55
The Devil's Advocate,Drama|Mystery|Thriller,3.55
Twin Peaks: Fire Walk with Me,Crime|Drama|Mystery|Thriller,3.55
"X-Files: Fight the Future, The",Action|Crime|Mystery|Sci-Fi|Thriller,3.55
"Negotiator, The",Action|Crime|Drama|Mystery|Thriller,3.53
Soylent Green,Drama|Mystery|Sci-Fi|Thriller,3.53
Cube,Horror|Mystery|Sci-Fi|Thriller,3.52
Just Cause,Mystery|Thriller,3.5
Cloverfield,Action|Mystery|Sci-Fi|Thriller,3.48
21 Grams,Crime|Drama|Mystery|Romance|Thriller,3.48
Lost Highway,Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,3.47
"Godfather: Part III, The",Crime|Drama|Mystery|Thriller,3.47
"Talented Mr. Ripley, The",Drama|Mystery|Thriller,3.47
Angels & Demons,Crime|Drama|Mystery|Thriller,3.47
Secret Window,Mystery|Thriller,3.47
"Client, The",Drama|Mystery|Thriller,3.46
National Treasure,Action|Adventure|Drama|Mystery|Thriller,3.45
Clue,Comedy|Crime|Mystery|Thriller,3.44
Star Trek VI: The Undiscovered Country,Action|Mystery|Sci-Fi,3.43
Insomnia,Action|Crime|Drama|Mystery|Thriller,3.42
"Ring, The",Horror|Mystery|Thriller,3.4
Saw,Horror|Mystery|Thriller,3.39
"Village, The",Drama|Mystery|Thriller,3.38
Basic Instinct,Crime|Mystery|Thriller,3.36
Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,3.36
Scream,Comedy|Horror|Mystery|Thriller,3.36
Young Sherlock Holmes,Action|Adventure|Children|Fantasy|Mystery|Thriller,3.36
"Da Vinci Code, The",Drama|Mystery|Thriller,3.35
"Ninth Gate, The",Fantasy|Horror|Mystery|Thriller,3.33
What Lies Beneath,Drama|Horror|Mystery,3.32
Copycat,Crime|Drama|Horror|Mystery|Thriller,3.31
Along Came a Spider,Action|Crime|Mystery|Thriller,3.29
Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.25
Pacific Heights,Mystery|Thriller,3.23
"Mothman Prophecies, The",Drama|Fantasy|Horror|Mystery|Thriller,3.23
Fletch,Comedy|Crime|Mystery,3.21
"Maze Runner, The",Action|Mystery|Sci-Fi,3.19
Kiss the Girls,Crime|Drama|Mystery|Thriller,3.15
"Number 23, The",Drama|Mystery|Thriller,3.14
Midnight in the Garden of Good and Evil,Crime|Drama|Mystery,3.12
8MM,Drama|Mystery|Thriller,3.11
Wild Things,Crime|Drama|Mystery|Thriller,3.1
"General's Daughter, The",Crime|Drama|Mystery|Thriller,3.07
Clockers,Crime|Drama|Mystery,3.07
Conspiracy Theory,Drama|Mystery|Romance|Thriller,3.07
Scream 2,Comedy|Horror|Mystery|Thriller,3.06
Scooby-Doo,Adventure|Children|Comedy|Fantasy|Mystery,3.06
Something Wicked This Way Comes,Children|Drama|Fantasy|Mystery|Thriller,3.0
"Pelican Brief, The",Crime|Drama|Mystery|Romance|Thriller,3.0
Wes Craven's New Nightmare,Drama|Horror|Mystery|Thriller,3.0
Sommersby,Drama|Mystery|Romance,3.0
Congo,Action|Adventure|Mystery|Sci-Fi,2.98
"Shadow, The",Action|Adventure|Fantasy|Mystery,2.94
Friday the 13th,Horror|Mystery|Thriller,2.94
"Golden Child, The",Action|Adventure|Comedy|Fantasy|Mystery,2.81
Snake Eyes,Action|Crime|Mystery|Thriller,2.8
End of Days,Action|Fantasy|Horror|Mystery|Thriller,2.8
Scream 3,Comedy|Horror|Mystery|Thriller,2.79
Absolute Power,Mystery|Thriller,2.75
"Amityville Horror, The",Drama|Horror|Mystery|Thriller,2.73
Boxing Helena,Drama|Mystery|Romance|Thriller,2.58
Joe Dirt,Adventure|Comedy|Mystery|Romance,2.52
"Grudge, The",Horror|Mystery|Thriller,2.5
I Know What You Did Last Summer,Horror|Mystery|Thriller,2.34
I Still Know What You Did Last Summer,Horror|Mystery|Thriller,2.11
Batman: Mask of the Phantasm,Animation|Children,4.31
Fantastic Mr. Fox,Adventure|Animation|Children|Comedy|Crime,4.28
WALL·E,Adventure|Animation|Children|Romance|Sci-Fi,4.26
Laputa: Castle in the Sky,Action|Adventure|Animation|Children|Fantasy|Sci-Fi,4.25
"Grand Day Out with Wallace and Gromit, A",Adventure|Animation|Children|Comedy|Sci-Fi,4.25
Kiki's Delivery Service,Adventure|Animation|Children|Drama|Fantasy,4.24
Toy Story 3,Adventure|Animation|Children|Comedy|Fantasy|IMAX,4.24
Watership Down,Adventure|Animation|Children|Drama|Fantasy,4.2
Up,Adventure|Animation|Children|Drama,4.18
"Iron Giant, The",Adventure|Animation|Children|Drama|Sci-Fi,4.18
It's a Wonderful Life,Children|Drama|Fantasy|Romance,4.16
Wallace & Gromit: The Wrong Trousers,Animation|Children|Comedy|Crime,4.16
Finding Nemo,Adventure|Animation|Children|Comedy,4.16
How to Train Your Dragon,Adventure|Animation|Children|Fantasy|IMAX,4.15
My Neighbor Totoro,Animation|Children|Drama|Fantasy,4.11
Ponyo,Adventure|Animation|Children|Fantasy,4.09
"Princess and the Frog, The",Animation|Children|Fantasy|Musical|Romance,4.08
Tangled,Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,4.08
"Christmas Story, A",Children|Comedy,4.07
Zootopia,Action|Adventure|Animation|Children|Comedy,4.06
The Lego Movie,Action|Adventure|Animation|Children|Comedy|Fantasy,4.06
"Monsters, Inc.",Adventure|Animation|Children|Comedy|Fantasy,4.05
"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,4.05
"Incredibles, The",Action|Adventure|Animation|Children|Comedy,4.04
Ratatouille,Animation|Children|Drama,4.04
Shrek,Adventure|Animation|Children|Comedy|Fantasy|Romance,4.03
Toy Story,Adventure|Animation|Children|Comedy|Fantasy,4.03
Mary Poppins,Children|Comedy|Fantasy|Musical,4.01
Toy Story 2,Adventure|Animation|Children|Comedy|Fantasy,4.01
"Little Princess, A",Children|Drama,4.0
Hugo,Children|Drama|Mystery,4.0
Rise of the Guardians,Adventure|Animation|Children|Fantasy|IMAX,4.0
Inside Out,Adventure|Animation|Children|Comedy|Drama|Fantasy,4.0
Lilo & Stitch,Adventure|Animation|Children|Sci-Fi,4.0
Wallace & Gromit: A Close Shave,Animation|Children|Comedy,4.0
"Wizard of Oz, The",Adventure|Children|Fantasy|Musical,3.99
Willy Wonka & the Chocolate Factory,Children|Comedy|Fantasy|Musical,3.97
Harry Potter and the Sorcerer's Stone,Adventure|Children|Fantasy,3.95
Enchanted,Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance,3.94
Fantasia 2000,Animation|Children|Musical|IMAX,3.93
Ice Age,Adventure|Animation|Children|Comedy,3.92
Despicable Me,Animation|Children|Comedy|Crime,3.92
"Emperor's New Groove, The",Adventure|Animation|Children|Comedy|Fantasy,3.92
Fantasia,Animation|Children|Fantasy|Musical,3.92
Madagascar: Escape 2 Africa,Action|Adventure|Animation|Children|Comedy|IMAX,3.92
"Muppet Christmas Carol, The",Children|Comedy|Musical,3.89
E.T. the Extra-Terrestrial,Children|Drama|Sci-Fi,3.89
Rango,Action|Adventure|Animation|Children|Comedy|Western,3.88
Aladdin,Adventure|Animation|Children|Comedy|Musical,3.87
Megamind,Action|Animation|Children|Comedy|Sci-Fi|IMAX,3.85
Elf,Children|Comedy|Fantasy,3.85
Beauty and the Beast,Animation|Children|Fantasy|Musical|Romance|IMAX,3.85
Wallace & Gromit in The Curse of the Were-Rabbit,Adventure|Animation|Children|Comedy,3.83
My Dog Skip,Children|Drama,3.82
"Jungle Book, The",Adventure|Children|Romance,3.82
Doctor Dolittle,Adventure|Children|Musical,3.82
"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery,3.81
Despicable Me 2,Animation|Children|Comedy|IMAX,3.79
Winnie the Pooh and the Blustery Day,Animation|Children|Musical,3.77
Mulan,Adventure|Animation|Children|Comedy|Drama|Musical|Romance,3.76
Shrek 2,Adventure|Animation|Children|Comedy|Musical|Romance,3.76
"Fox and the Hound, The",Animation|Children|Drama,3.75
Holes,Adventure|Children|Comedy|Mystery,3.75
Secondhand Lions,Children|Comedy|Drama,3.75
"Goonies, The",Action|Adventure|Children|Comedy|Fantasy,3.74
Meet the Robinsons,Action|Adventure|Animation|Children|Comedy|Sci-Fi,3.73
Babe,Children|Drama,3.73
Hotel Transylvania,Animation|Children|Comedy,3.73
"Sword in the Stone, The",Animation|Children|Fantasy|Musical,3.72
"NeverEnding Story, The",Adventure|Children|Fantasy,3.72
Snow White and the Seven Dwarfs,Animation|Children|Drama|Fantasy|Musical,3.71
Over the Hedge,Adventure|Animation|Children|Comedy,3.71
Cloudy with a Chance of Meatballs,Animation|Children|Fantasy|IMAX,3.71
Peter Pan,Animation|Children|Fantasy|Musical,3.71
"Sorcerer's Apprentice, The",Action|Adventure|Children|Comedy|Fantasy,3.7
"Muppet Movie, The",Adventure|Children|Comedy|Musical,3.7
Coco,Adventure|Animation|Children,3.69
Chicken Run,Animation|Children|Comedy,3.69
Kung Fu Panda,Action|Animation|Children|Comedy|IMAX,3.69
Who Framed Roger Rabbit?,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,3.68
"Nightmare Before Christmas, The",Animation|Children|Fantasy|Musical,3.67
"Chronicles of Narnia: Prince Caspian, The",Adventure|Children|Fantasy,3.67
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",Adventure|Children|Fantasy,3.66
"Bug's Life, A",Adventure|Animation|Children|Comedy,3.65
Chitty Chitty Bang Bang,Adventure|Children|Comedy|Fantasy|Musical,3.64
Brave,Action|Adventure|Animation|Children,3.63
Field of Dreams,Children|Drama|Fantasy,3.62
Fly Away Home,Adventure|Children,3.62
"Secret of NIMH, The",Adventure|Animation|Children|Drama,3.62
Cinderella,Animation|Children|Fantasy|Musical|Romance,3.62
Pinocchio,Animation|Children|Fantasy|Musical,3.62
Charlotte's Web,Animation|Children,3.62
Hercules,Adventure|Animation|Children|Comedy|Musical,3.61
Bolt,Action|Adventure|Animation|Children|Comedy,3.61
Cars,Animation|Children|Comedy,3.61
Robin Hood,Adventure|Animation|Children|Comedy|Musical,3.61
Swiss Family Robinson,Adventure|Children,3.6
Moana,Adventure|Animation|Children|Comedy|Fantasy,3.6
"Rescuers Down Under, The",Adventure|Animation|Children,3.6
Madagascar,Adventure|Animation|Children|Comedy,3.58
Bedknobs and Broomsticks,Adventure|Children|Musical,3.58
"Sandlot, The",Children|Comedy|Drama,3.58
Tarzan,Adventure|Animation|Children|Drama,3.58
Jumanji,Adventure|Children|Fantasy,3.58
Homeward Bound II: Lost in San Francisco,Adventure|Children,3.57
"Little Mermaid, The",Animation|Children|Comedy|Musical|Romance,3.55
Bambi,Animation|Children|Drama,3.55
Bedtime Stories,Adventure|Children|Comedy,3.55
Titan A.E.,Action|Adventure|Animation|Children|Sci-Fi,3.55
Lady and the Tramp,Animation|Children|Comedy|Romance,3.53
Atlantis: The Lost Empire,Adventure|Animation|Children|Fantasy,3.53
"Aristocats, The",Animation|Children,3.51
Dumbo,Animation|Children|Drama|Musical,3.51
Anastasia,Adventure|Animation|Children|Drama|Musical,3.5
James and the Giant Peach,Adventure|Animation|Children|Fantasy|Musical,3.49
Ice Age 2: The Meltdown,Adventure|Animation|Children|Comedy,3.48
Minions,Adventure|Animation|Children|Comedy,3.47
Kung Fu Panda 2,Action|Adventure|Animation|Children|Comedy|IMAX,3.47
"Hunchback of Notre Dame, The",Animation|Children|Drama|Musical|Romance,3.45
Sleeping Beauty,Animation|Children|Musical,3.45
"Great Muppet Caper, The",Children|Comedy,3.45
Muppet Treasure Island,Adventure|Children|Comedy|Musical,3.42
"Muppets Take Manhattan, The",Children|Comedy|Musical,3.4
Lemony Snicket's A Series of Unfortunate Events,Adventure|Children|Comedy|Fantasy,3.4
Antz,Adventure|Animation|Children|Comedy|Fantasy,3.4
"Addams Family, The",Children|Comedy|Fantasy,3.39
Matilda,Children|Comedy|Fantasy,3.39
Freaky Friday,Children|Comedy|Fantasy,3.38
"Secret Garden, The",Children|Drama,3.38
Annie,Children|Musical,3.38
Young Sherlock Holmes,Action|Adventure|Children|Fantasy|Mystery|Thriller,3.36
101 Dalmatians,Adventure|Animation|Children,3.35
"American Tail, An",Adventure|Animation|Children|Comedy,3.33
"Golden Compass, The",Adventure|Children|Fantasy,3.33
Robots,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX,3.32
"Road to El Dorado, The",Animation|Children,3.31
Alice in Wonderland,Adventure|Animation|Children|Fantasy|Musical,3.31
Flight of the Navigator,Adventure|Children|Sci-Fi,3.29
"Polar Express, The",Adventure|Animation|Children|Fantasy|IMAX,3.27
Harriet the Spy,Children|Comedy,3.27
"Lord of the Rings, The",Adventure|Animation|Children|Fantasy,3.27
All Dogs Go to Heaven 2,Adventure|Animation|Children|Fantasy|Musical|Romance,3.27
"Princess Diaries, The",Children|Comedy|Romance,3.26
"Parent Trap, The",Children|Comedy|Romance,3.26
Pocahontas,Animation|Children|Drama|Musical|Romance,3.26
"Indian in the Cupboard, The",Adventure|Children|Fantasy,3.26
Charlie and the Chocolate Factory,Adventure|Children|Comedy|Fantasy|IMAX,3.26
Black Beauty,Adventure|Children|Drama,3.25
How the Grinch Stole Christmas,Children|Comedy|Fantasy,3.24
Aladdin and the King of Thieves,Animation|Children|Comedy|Fantasy|Musical|Romance,3.23
"Rescuers, The",Adventure|Animation|Children|Crime|Drama,3.23
Dinosaur,Adventure|Animation|Children,3.21
Spy Kids,Action|Adventure|Children|Comedy,3.21
George of the Jungle,Children|Comedy,3.2
Shrek the Third,Adventure|Animation|Children|Comedy|Fantasy,3.19
Flubber,Children|Comedy|Fantasy,3.19
Addams Family Values,Children|Comedy|Fantasy,3.19
Oliver & Company,Adventure|Animation|Children|Comedy|Musical,3.18
Teenage Mutant Ninja Turtles,Action|Children|Comedy|Fantasy|Sci-Fi,3.12
"Goofy Movie, A",Animation|Children|Comedy|Romance,3.12
Homeward Bound: The Incredible Journey,Adventure|Children|Drama,3.1
Flipper,Adventure|Children,3.1
Home Alone,Children|Comedy,3.09
"Borrowers, The",Adventure|Children|Comedy|Fantasy,3.08
Scooby-Doo,Adventure|Children|Comedy|Fantasy|Mystery,3.06
Maleficent,Action|Adventure|Children|IMAX,3.0
Happy Feet,Adventure|Animation|Children|Comedy|IMAX,3.0
Jingle All the Way,Children|Comedy,3.0
Something Wicked This Way Comes,Children|Drama|Fantasy|Mystery|Thriller,3.0
Babe: Pig in the City,Adventure|Children|Drama,2.97
Small Soldiers,Animation|Children|Fantasy|War,2.94
Where the Wild Things Are,Adventure|Children|Drama|Fantasy|IMAX,2.92
"Honey, I Shrunk the Kids",Adventure|Children|Comedy|Fantasy|Sci-Fi,2.91
Cats & Dogs,Children|Comedy,2.91
Casper,Adventure|Children,2.9
Stuart Little,Children|Comedy|Fantasy,2.89
All Dogs Go to Heaven,Animation|Children|Comedy|Drama|Fantasy,2.87
Space Jam,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,2.85
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Action|Children|Fantasy,2.85
Hocus Pocus,Children|Comedy|Fantasy|Horror,2.83
"American Tail: Fievel Goes West, An",Adventure|Animation|Children|Musical|Western,2.8
"Haunted Mansion, The",Children|Comedy|Fantasy|Horror,2.8
"Muppets, The",Children|Comedy|Musical,2.8
Pete's Dragon,Adventure|Animation|Children|Musical,2.8
Ice Age: Dawn of the Dinosaurs,Action|Adventure|Animation|Children|Comedy|Romance,2.79
"Little Rascals, The",Children|Comedy,2.75
"Mighty Ducks, The",Children|Comedy,2.73
"Apple Dumpling Gang, The",Children|Comedy|Western,2.7
Home Alone 2: Lost in New York,Children|Comedy,2.65
Harry and the Hendersons,Children|Comedy,2.64
Shark Tale,Animation|Children|Comedy,2.62
"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance,2.6
Free Willy,Adventure|Children|Drama,2.51
Free Willy 2: The Adventure Home,Adventure|Children|Drama,2.5
Angels in the Outfield,Children|Comedy,2.44
"Flintstones, The",Children|Comedy|Fantasy,2.4
Richie Rich,Children|Comedy,2.4
"Next Karate Kid, The",Action|Children|Romance,2.4
Mighty Morphin Power Rangers: The Movie,Action|Children,2.35
Kazaam,Children|Comedy|Fantasy,2.33
Teenage Mutant Ninja Turtles III,Action|Adventure|Children|Comedy|Fantasy,2.29
Jungle2Jungle,Children|Comedy,2.27
Inspector Gadget,Action|Adventure|Children|Comedy,2.24
"Honey, I Blew Up the Kid",Children|Comedy|Sci-Fi,2.15
Super Mario Bros.,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,2.1
Beethoven,Children|Comedy|Drama,1.91
"Karate Kid, Part III, The",Action|Adventure|Children|Drama,1.86
Problem Child,Children|Comedy,1.75
"Flintstones in Viva Rock Vegas, The",Children|Comedy,1.67
Logan,Action|Sci-Fi,4.44
Eternal Sunshine of the Spotless Mind,Drama|Romance|Sci-Fi,4.35
Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,4.33
Ghost in the Shell,Animation|Sci-Fi,4.33
Star Wars: Episode V - The Empire Strikes Back,Action|Adventure|Sci-Fi,4.33
"Matrix, The",Action|Sci-Fi|Thriller,4.32
Brazil,Fantasy|Sci-Fi,4.31
"Girl Who Leapt Through Time, The",Animation|Comedy|Drama|Romance|Sci-Fi,4.3
"Prestige, The",Drama|Mystery|Sci-Fi|Thriller,4.27
Nausicaä of the Valley of the Wind,Adventure|Animation|Drama|Fantasy|Sci-Fi,4.26
WALL·E,Adventure|Animation|Children|Romance|Sci-Fi,4.26
"Grand Day Out with Wallace and Gromit, A",Adventure|Animation|Children|Comedy|Sci-Fi,4.25
Thor: Ragnarok,Action|Adventure|Sci-Fi,4.25
Guardians of the Galaxy,Action|Adventure|Sci-Fi,4.25
Laputa: Castle in the Sky,Action|Adventure|Animation|Children|Fantasy|Sci-Fi,4.25
Star Wars: Episode VI - Return of the Jedi,Action|Adventure|Sci-Fi,4.25
Cowboy Bebop: The Movie,Action|Animation|Sci-Fi|Thriller,4.25
Inception,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,4.24
Blade Runner,Action|Sci-Fi|Thriller,4.23
28 Days Later,Action|Horror|Sci-Fi,4.21
Edge of Tomorrow,Action|Sci-Fi|IMAX,4.2
Watchmen,Action|Drama|Mystery|Sci-Fi|Thriller|IMAX,4.19
The Martian,Adventure|Drama|Sci-Fi,4.19
"Iron Giant, The",Adventure|Animation|Children|Drama|Sci-Fi,4.18
Donnie Darko,Drama|Mystery|Sci-Fi|Thriller,4.18
Ex Machina,Drama|Sci-Fi|Thriller,4.18
"Cabin in the Woods, The",Comedy|Horror|Sci-Fi|Thriller,4.18
"City of Lost Children, The",Adventure|Drama|Fantasy|Mystery|Sci-Fi,4.18
Back to the Future,Adventure|Comedy|Sci-Fi,4.17
Limitless,Sci-Fi|Thriller,4.17
Serenity,Action|Adventure|Sci-Fi,4.16
Interstellar,Sci-Fi|IMAX,4.16
Star Wars: Episode VII - The Force Awakens,Action|Adventure|Fantasy|Sci-Fi|IMAX,4.15
Avengers: Infinity War - Part I,Action|Adventure|Sci-Fi,4.15
Children of Men,Action|Adventure|Drama|Sci-Fi|Thriller,4.14
Dr. Horrible's Sing-Along Blog,Comedy|Drama|Musical|Sci-Fi,4.12
Arrival,Sci-Fi,4.12
"Road Warrior, The",Action|Adventure|Sci-Fi|Thriller,4.12
"Clockwork Orange, A",Crime|Drama|Sci-Fi|Thriller,4.12
Moon,Drama|Mystery|Sci-Fi|Thriller,4.12
Aliens,Action|Adventure|Horror|Sci-Fi,4.1
Predestination,Action|Mystery|Sci-Fi|Thriller,4.1
V for Vendetta,Action|Sci-Fi|Thriller|IMAX,4.1
The Hunger Games: Mockingjay - Part 1,Adventure|Sci-Fi|Thriller,4.09
Frankenstein,Drama|Horror|Sci-Fi,4.09
Equilibrium,Action|Sci-Fi|Thriller,4.09
Terminator 2: Judgment Day,Action|Sci-Fi,4.08
Gattaca,Drama|Sci-Fi|Thriller,4.08
Twelve Monkeys,Mystery|Sci-Fi|Thriller,4.08
Alien,Horror|Sci-Fi,4.08
Guardians of the Galaxy 2,Action|Adventure|Sci-Fi,4.07
X-Men: Days of Future Past,Action|Adventure|Sci-Fi,4.07
Rogue One: A Star Wars Story,Action|Adventure|Fantasy|Sci-Fi,4.07
Blade Runner 2049,Sci-Fi,4.06
Metropolis,Drama|Sci-Fi,4.06
Hellboy II: The Golden Army,Action|Adventure|Fantasy|Sci-Fi,4.06
X-Men: First Class,Action|Adventure|Sci-Fi|Thriller|War,4.05
eXistenZ,Action|Sci-Fi|Thriller,4.05
Iron Man,Action|Adventure|Sci-Fi,4.04
Her,Drama|Romance|Sci-Fi,4.04
Pi,Drama|Sci-Fi|Thriller,4.04
Star Trek,Action|Adventure|Sci-Fi|IMAX,4.03
Spider-Man 2,Action|Adventure|Sci-Fi|IMAX,4.03
"Truman Show, The",Comedy|Drama|Sci-Fi,4.03
Deadpool,Action|Adventure|Comedy|Sci-Fi,4.02
"Terminator, The",Action|Sci-Fi|Thriller,4.02
Dark City,Adventure|Film-Noir|Sci-Fi|Thriller,4.02
Futurama: Bender's Big Score,Animation|Comedy|Sci-Fi,4.0
Deadpool 2,Action|Comedy|Sci-Fi,4.0
Planet Terror,Action|Horror|Sci-Fi,4.0
You Only Live Twice,Action|Adventure|Sci-Fi|Thriller,4.0
"Thing, The",Action|Horror|Sci-Fi|Thriller,4.0
Lilo & Stitch,Adventure|Animation|Children|Sci-Fi,4.0
Fahrenheit 451,Drama|Sci-Fi,4.0
District 9,Mystery|Sci-Fi|Thriller,4.0
